WKT,name,description
"POLYGON ((106.8235174 -6.1715586, 106.8233028 -6.1717293, 106.8232599 -6.1720493, 106.823217 -6.1724119, 106.8232599 -6.1730519, 106.823217 -6.1740546, 106.8231741 -6.1748652, 106.8231526 -6.1757612, 106.8231526 -6.1767852, 106.8231097 -6.1774679, 106.8231097 -6.1784065, 106.8230882 -6.1798145, 106.8235174 -6.1803052, 106.8240109 -6.1803692, 106.8250623 -6.1802838, 106.8265644 -6.1802412, 106.8279806 -6.1801985, 106.8288603 -6.1801772, 106.8297616 -6.1801132, 106.8309847 -6.1800705, 106.8309417 -6.1794732, 106.8303409 -6.1788332, 106.8305984 -6.1784065, 106.8298903 -6.1777239, 106.8299118 -6.1772332, 106.8298689 -6.1762946, 106.8299976 -6.1758252, 106.8299547 -6.1746732, 106.8298045 -6.1734999, 106.8294182 -6.1733933, 106.8291393 -6.1730519, 106.8290964 -6.1724546, 106.8291822 -6.1718573, 106.8291393 -6.1715799, 106.8286029 -6.1715373, 106.8274227 -6.1714946, 106.8266931 -6.1714946, 106.8257061 -6.1714946, 106.8248478 -6.1715373, 106.8235174 -6.1715586))",Taman Monas,
