WKT,name,description
"POLYGON ((106.8527232 -6.2420557, 106.8538605 -6.2419917, 106.8529593 -6.2405625, 106.8529164 -6.2395173, 106.8531524 -6.2386641, 106.853603 -6.2367444, 106.8532597 -6.2346966, 106.8528091 -6.2347819, 106.8526589 -6.2336941, 106.852573 -6.2334808, 106.8513285 -6.2335661, 106.8512856 -6.2330115, 106.8509208 -6.2328195, 106.8506633 -6.2338221, 106.8508779 -6.2345046, 106.8523585 -6.2354005, 106.8527447 -6.2361898, 106.8521653 -6.2381735, 106.8517147 -6.2399226, 106.8527232 -6.2420557))",Tebet Echo Park,
